seed,tide,weave,alive_invaders,total_presence,total_corruption,fear_generated_this_tide,invaders_killed_this_tide,invaders_arrived_this_tide
60,4,20,6,9,0,4,9,4
60,5,20,10,12,0,6,0,4
60,6,20,11,12,0,4,3,4
61,1,20,3,4,0,0,0,3
61,2,20,5,6,0,6,2,4
61,3,20,8,8,0,9,1,8
61,4,20,8,8,0,4,4,5
61,5,20,10,9,0,6,2,6
61,6,20,9,11,0,10,5,4
62,1,20,3,3,0,0,0,3
62,2,20,6,5,0,8,1,4
62,3,20,10,10,19,8,0,7
62,4,20,9,10,0,7,5,4
62,5,20,13,12,0,4,0,9
62,6,8,15,12,0,6,2,4
63,1,20,3,3,0,0,0,3
63,2,20,7,4,0,13,0,4
63,3,20,8,6,12,4,3,4
63,4,20,10,9,0,7,2,8
63,5,14,11,10,0,6,3,5
63,6,14,8,10,0,4,7,4
64,1,20,3,3,0,0,0,3
64,2,20,7,7,0,9,0,4
64,3,20,11,11,0,6,0,11
64,4,20,8,11,0,4,7,4
64,5,20,7,12,0,7,5,5
64,6,20,8,14,0,9,3,5
65,1,20,3,2,0,3,0,3
65,2,20,5,4,0,6,2,4
65,3,20,8,9,0,4,1,8
65,4,11,11,12,0,6,1,4
65,5,9,11,13,0,4,4,5
65,6,9,11,14,0,7,4,4
66,1,20,3,4,0,0,0,3
66,2,20,6,5,0,4,1,4
66,3,20,8,8,14,12,2,6
66,4,18,11,9,0,9,1,4
66,5,19,14,10,0,7,1,9
66,6,20,12,11,0,4,6,4
67,1,20,3,3,0,0,0,3
67,2,20,7,4,0,13,0,4
67,3,20,11,6,19,4,0,5
67,4,20,10,8,0,12,5,7
67,5,17,11,10,0,4,3,6
67,6,15,9,12,0,4,6,4
68,1,20,3,2,0,3,0,3
68,2,20,5,4,0,2,2,4
68,3,20,9,7,15,4,0,5
68,4,20,8,9,0,9,5,4
68,5,20,9,12,0,4,3,5
68,6,20,9,14,0,7,4,6
69,1,20,3,3,0,0,0,3
69,2,20,6,5,0,6,1,4
69,3,20,8,9,0,9,2,8
69,4,11,11,11,0,7,1,4
69,5,8,11,12,0,6,4,5
69,6,8,10,15,0,4,5,4
70,1,20,3,2,0,3,0,3
70,2,20,5,4,0,6,2,4
70,3,20,9,9,0,4,0,9
70,4,20,6,9,0,4,7,4
70,5,20,10,11,0,7,0,5
70,6,20,10,12,0,12,4,6
71,1,20,3,1,0,3,0,3
71,2,20,6,4,0,4,1,4
71,3,20,10,5,15,4,0,5
71,4,20,10,12,0,4,4,8
71,5,15,11,14,0,6,3,5
71,6,13,9,14,0,7,6,4
72,1,20,3,3,0,0,0,3
72,2,20,6,5,0,11,1,4
72,3,20,10,9,19,8,0,7
72,4,20,11,11,0,10,3,4
72,5,20,15,12,0,4,0,9
72,6,20,14,12,0,9,5,4
73,1,20,3,3,0,0,0,3
73,2,20,6,5,0,7,1,4
73,3,20,10,9,0,6,0,10
73,4,20,8,11,0,10,6,6
73,5,20,9,12,0,4,3,5
73,6,20,7,12,0,9,6,4
74,1,20,3,4,0,0,0,3
74,2,20,5,5,0,9,2,4
74,3,20,9,7,0,6,0,9
74,4,8,11,9,0,4,2,4
74,5,2,9,10,0,9,6,5
74,6,0,10,12,0,10,3,5
75,1,20,3,3,0,0,0,3
75,2,20,5,5,0,9,2,4
75,3,20,8,10,0,4,1,8
75,4,20,8,10,0,6,4,4
75,5,20,10,12,0,7,2,5
75,6,20,8,13,0,7,6,4
76,1,20,3,3,0,0,0,3
76,2,20,6,5,0,6,1,4
76,3,20,9,9,16,4,1,4
76,4,20,10,10,0,7,3,8
76,5,20,9,10,0,4,5,5
76,6,20,8,11,0,7,5,4
77,1,20,3,4,0,0,0,3
77,2,20,5,5,0,6,2,4
77,3,20,6,8,5,7,3,5
77,4,20,8,9,0,4,2,4
77,5,20,11,12,0,4,1,5
77,6,20,11,12,0,10,4,7
78,1,20,3,3,0,0,0,3
78,2,20,6,4,0,11,1,4
78,3,20,8,9,0,9,2,8
78,4,20,8,9,0,7,4,4
78,5,20,10,11,0,6,2,5
78,6,20,10,11,0,10,4,4
79,1,20,3,4,0,0,0,3
79,2,20,6,5,0,9,1,4
79,3,20,10,8,0,6,0,10
79,4,20,8,8,0,4,6,4
79,5,20,11,10,0,7,1,5
79,6,20,9,10,0,6,6,6
80,1,20,3,4,0,0,0,3
80,2,20,7,5,0,15,0,4
80,3,20,10,8,18,7,1,4
80,4,20,9,8,1,6,5,6
80,5,20,10,9,0,10,3,6
80,6,20,7,10,0,4,7,4
81,1,20,3,2,0,3,0,3
81,2,20,7,4,0,4,0,4
81,3,20,11,6,21,10,0,8
81,4,13,13,9,0,7,2,4
81,5,12,12,9,0,10,5,6
81,6,11,13,11,0,9,3,4
82,1,20,3,3,0,0,0,3
82,2,20,6,5,0,7,1,4
82,3,20,8,6,0,8,2,8
82,4,20,8,9,0,4,4,4
82,5,20,8,11,0,6,4,5
82,6,20,10,12,0,7,2,4
83,1,20,3,3,0,0,0,3
83,2,20,7,7,0,4,0,4
83,3,20,11,10,0,11,0,11
83,4,20,6,10,0,9,9,4
83,5,20,9,11,0,4,1,5
83,6,20,9,14,0,4,4,6
84,1,20,3,3,0,0,0,3
84,2,20,5,5,0,9,2,4
84,3,20,6,8,0,4,3,6
84,4,19,7,9,0,4,3,5
84,5,20,8,11,0,4,3,5
84,6,20,8,11,0,7,4,4
85,1,20,3,3,0,0,0,3
85,2,20,5,6,0,6,2,4
85,3,20,8,10,16,9,1,5
85,4,20,9,11,0,7,3,4
85,5,20,13,12,0,9,0,7
85,6,20,10,13,0,4,7,4
86,1,20,3,3,0,0,0,3
86,2,20,6,5,0,6,1,4
86,3,20,10,10,17,7,0,5
86,4,20,11,10,1,10,3,8
86,5,15,12,11,0,9,3,6
86,6,16,8,12,0,4,8,4
87,1,20,3,3,0,0,0,3
87,2,20,7,4,0,13,0,4
87,3,20,11,8,0,4,0,11
87,4,20,8,8,0,6,7,4
87,5,20,7,10,0,4,5,5
87,6,20,8,11,0,7,3,5
88,1,20,3,3,0,0,0,3
88,2,20,6,4,0,15,1,4
88,3,20,8,9,0,6,2,8
88,4,20,8,11,0,4,4,4
88,5,20,11,12,0,6,1,5
88,6,20,11,14,0,4,4,4
89,1,20,3,2,0,2,0,3
89,2,20,6,4,0,7,1,4
89,3,20,7,8,9,4,3,5
89,4,20,9,11,0,7,2,4
89,5,20,11,12,0,9,2,5
89,6,20,8,13,0,4,7,5
90,1,20,3,3,0,0,0,3
90,2,20,5,5,0,4,2,4
90,3,20,9,9,13,8,0,5
90,4,20,10,9,0,9,3,7
90,5,17,11,12,0,4,3,6
90,6,18,10,13,0,4,5,4
91,1,20,3,4,0,0,0,3
91,2,20,5,5,0,11,2,4
91,3,20,7,8,10,6,2,5
91,4,20,10,9,0,4,1,4
91,5,20,12,10,0,12,2,7
91,6,15,13,13,0,4,3,4
